company,skill,frequency
Vericast,machine learning,1
Vericast,data engineering,1
Vericast,algorithms,1
Vericast,Python,1
Vericast,Apache Spark,1
Vericast,ML (computer programming),1
Vericast,Graph Theory,1
PCS Wireless,Power BI,1
PCS Wireless,SQL,1
PCS Wireless,Python,1
PCS Wireless,Apache Spark,1
PCS Wireless,DAX,1
PCS Wireless,data models,1
PCS Wireless,data visualisation software,1
WalkWater Technologies,Microsoft Excel,1
WalkWater Technologies,Data Manipulation,1
WalkWater Technologies,computer programming,1
EY,"data extraction, transformation and loading tools",1
EY,Oracle DRM,1
EY,SAP Data Services,1
EY,learning management systems,1
EY,Oracle Essbase,1
EY,SQL,1
aramco,computer programming,1
aramco,machine learning,1
aramco,artificial neural networks,1
aramco,deep learning,1
aramco,Python,1
aramco,TensorFlow,1
aramco,PyTorch,1
aramco,Java (computer programming),1
aramco,C++,1
aramco,learning management systems,1
aramco,natural language processing,1
aramco,computer vision,1
CGI,Jira,1
CGI,use online tools to collaborate,1
CGI,ICT project management methodologies,1
Oracle,Tableau,1
Oracle,Power BI,1
Oracle,semiconductors,1
Oracle,data warehouse,1
Oracle,Oracle Data Integrator,1
Oracle,integrated circuits,1
Oracle,ML (computer programming),1
Oracle,natural language processing,1
Oracle,Python,1
Oracle,Docker,1
Oracle,Kubernetes,1
Oracle,create prototype of user experience solutions,1
Oracle,Cloud Platform,1
Oracle,social work theory,1
Oracle,Microsoft Azure,1
Oracle,Amazon Web Services,1
Oracle,DevOps,1
WalkWater Technologies,Oracle E-Business Suite,1
WalkWater Technologies,economics,1
WalkWater Technologies,supply chain management,1
Encore Talent Solutions,SQL,1
Encore Talent Solutions,semiconductors,1
Encore Talent Solutions,plan,1
Encore Talent Solutions,computer programming,1
"V-Soft Consulting Group, Inc.",SAP Data Services,1
"V-Soft Consulting Group, Inc.",SAP R3,1
"V-Soft Consulting Group, Inc.",radiotherapy,1
"V-Soft Consulting Group, Inc.",data engineering,1
"V-Soft Consulting Group, Inc.",SQL,1
"V-Soft Consulting Group, Inc.",Snowflake,1
"V-Soft Consulting Group, Inc.",IBM InfoSphere DataStage,1
"V-Soft Consulting Group, Inc.",R,1
Plymouth Rock Assurance,use computer telephony integration,1
Plymouth Rock Assurance,data mining,1
Plymouth Rock Assurance,Nonlinear Regression,1
Plymouth Rock Assurance,Multivariate Analysis,1
Plymouth Rock Assurance,Bayesian Statistics,1
Plymouth Rock Assurance,Generalized Linear Models,1
Plymouth Rock Assurance,computer programming,1
Plymouth Rock Assurance,SAS,1
Plymouth Rock Assurance,SQL,1
Plymouth Rock Assurance,R,1
Plymouth Rock Assurance,Python,1
Harris Allied,ICT project management methodologies,1
Harris Allied,electronics,1
Integration International Inc.,SQL,1
Integration International Inc.,Python,1
Integration International Inc.,statistics,1
Matlen Silver,SQL,1
Matlen Silver,R,1
Matlen Silver,Apache Hadoop,1
Verizon,logic,1
Verizon,data visualisation software,1
Verizon,database management systems,1
Verizon,computer programming,1
Verizon,sing,1
Verizon,ICT project management methodologies,1
Verizon,computer technology,1
Verizon,Microsoft Office,1
The Hawk Group,Python,1
The Hawk Group,C++,1
The Hawk Group,Java (computer programming),1
The Hawk Group,SQL,1
The Hawk Group,Perl,1
The Hawk Group,data visualisation software,1
The Hawk Group,Microsoft Excel,1
The Hawk Group,Power BI,1
The Hawk Group,DevOps,1
The Hawk Group,Infrastructure as Code,1
Ascentt,cloud technologies,1
Ascentt,data engineering,1
Ascentt,Image Processing,1
Ascentt,analyse pipeline database information,1
Ascentt,information architecture,1
Ascentt,Edge Computing,1
Ascentt,data quality assessment,1
Ascentt,Performance Optimization,1
Ascentt,data models,1
Ascentt,think creatively,1
Ascentt,database,1
Ascentt,DevOps,1
Ascentt,CI/CD,1
Ascentt,Docker,1
USAA,SAS,1
USAA,business intelligence,1
USAA,artificial neural networks,1
USAA,data mining,1
USAA,Microsoft Excel,1
USAA,data visualisation software,1
Ledgent Technology,Python,1
Ledgent Technology,SQL Server Integration Services,1
Ledgent Technology,DAX,1
Ledgent Technology,apply statistical analysis techniques,1
Ledgent Technology,SQL Server,1
Ledgent Technology,Oracle Warehouse Builder,1
Ledgent Technology,Microsoft Excel,1
Ledgent Technology,Azure Data Factory,1
Ledgent Technology,integrated circuits,1
Vaco,R,1
Vaco,Power BI,1
maven,statistics,1
maven,machine learning,1
maven,principles of artificial intelligence,1
maven,mathematical modelling,1
maven,Python,1
maven,C++,1
MetLife,deep learning,1
MetLife,computer vision,1
MetLife,Chatbots,1
MetLife,learning management systems,1
MetLife,Retrieval-Augmented Generation,1
MetLife,machine learning,1
MetLife,TensorFlow,1
MetLife,Python,1
MetLife,natural language processing,1
MetLife,REST API,1
MetLife,database,1
MetLife,database management systems,1
TRM Labs,Python,1
TRM Labs,SQL,1
TRM Labs,Git,1
TRM Labs,Jupyter Notebook,1
TRM Labs,conduct patch testing,1
TRM Labs,database,1
TRM Labs,machine learning,1
TRM Labs,statistical modeling techniques,1
TRM Labs,computer programming,1
TRM Labs,distributed ledger technology,1
TRM Labs,cryptocurrency,1
